4NR5	TNR1	soil2	TNR3	4NRh5	TNRh2	TGRh4	WGRh3	WNR4	4NRh3	TNR4	4GRh4	WGRh4	WNR5	soil3	TGRh2	4NRh2	TNRh3	TNR2	4NR4	TGRh5	TNRh5	WNR1	TNRh6	WNR2	4NR6	WGRh5	WGR3	4NRh1	WNR6	4GRh1	soil1	WGRh6	4NR3	4NRh4	TGR2	soil5	WNRh5	WNRh2	WGR5	soil6	WNRh4	WNR3	WGRh2	TNR5	4NRh6	4GRh3	WGR4	TGRh6	WNRh3	TNR6	soil4	TNRh1	TGR6	TGRh1	WGR6	TGR5	WNRh6	TGRh3	WGRh1	TNRh4	WGR2	4GR5	WNRh1	TGR1	4GRh2	4GR4	WGR1	TGR4	4GR3	4GRh6	4NR2	4GRh5	TGR3	4NR1	4GR6	4GR1	4GR2
OTU_3082	0	0	12	0	0	0	2	2	0	4	0	0	4	0	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	0	3	0	6	0	1	0	10	1	0	2	0	1	0	0	0	3	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	6	0	662	1	225	200	124	177	2	306	32	60	294	7	434	41	189	104	0	4	1	90	5	58	0	0	105	2	142	23	1	749	162	0	186	0	469	122	77	4	551	79	4	189	0	165	35	3	0	139	0	646	11	52	31	8	0	63	87	104	14	1	4	100	0	18	1	0	0	1	79	2	69	0	0	0	0	0
OTU_60	3	0	51	0	630	0	208	299	71	424	0	89	570	114	43	28	676	53	1	4	1	176	52	142	0	0	236	19	2134	18	5	83	503	0	1408	0	43	109	32	22	99	106	25	290	2	277	29	66	0	81	0	64	152	0	42	138	0	27	296	230	42	6	0	53	0	62	0	261	0	0	125	0	164	17	0	1	0	1
OTU_45	0	0	523	0	421	52	236	120	0	371	0	52	222	0	596	242	251	235	0	0	0	377	0	140	1	0	105	0	112	2	4	700	135	0	246	0	548	120	77	0	604	74	1	153	0	203	27	0	145	140	0	615	73	0	182	0	0	49	218	63	75	0	1	67	0	5	0	0	0	0	71	0	41	0	1	0	0	0
OTU_38	305	0	41	3	744	31	258	218	1584	643	251	25	164	1284	47	27	596	174	32	189	0	176	719	57	1	419	124	175	342	1815	6	96	220	128	288	0	31	91	104	296	67	115	1831	197	193	371	24	207	37	166	0	74	50	0	49	296	7	62	199	134	97	115	51	134	0	29	30	137	0	19	64	170	59	25	36	36	23	15
OTU_1692	25	52	155	781	150	93	433	79	298	142	364	83	66	82	149	214	70	74	41	41	384	83	77	257	58	97	51	29	181	167	48	200	59	102	174	332	102	34	36	131	172	30	94	93	645	127	64	8	144	44	48	142	2204	45	213	22	7	18	93	77	31	9	118	66	34	44	28	34	180	31	112	190	61	739	35	35	77	13
OTU_393	0	0	2	0	35	0	16	2	2	5	0	1	23	174	0	0	10	0	72	0	0	0	5	0	0	0	1	0	292	7	0	1	5	0	11	0	1	6	1	0	1	2	0	7	0	5	1	25	0	2	0	2	0	0	0	0	0	1	0	2	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3180	0	0	2	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_67	2	0	581	0	191	0	87	76	0	216	0	30	145	0	482	69	135	54	0	0	0	78	0	39	0	3	37	0	52	7	0	643	56	0	141	0	441	30	19	0	486	37	1	81	0	86	14	1	0	48	0	555	3	0	25	0	0	12	107	33	41	0	0	37	0	4	0	1	0	0	25	0	16	0	0	0	0	0
OTU_635	0	0	20	0	7	0	4	5	0	6	0	4	5	0	27	4	5	2	0	0	0	12	0	1	0	0	2	0	1	0	0	28	3	0	2	0	9	0	2	0	23	4	0	4	0	5	0	0	17	3	0	24	1	0	6	0	0	0	7	1	2	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0
OTU_35	9	0	2251	0	920	184	560	782	44	1003	1	285	1148	72	1777	218	748	308	20	24	0	461	111	130	1	13	480	4	621	22	9	2775	612	2	842	0	1850	388	263	27	1874	385	45	795	0	642	111	15	1	526	0	2538	63	0	193	25	0	195	604	434	71	3	5	315	0	37	1	19	5	0	281	0	255	0	0	0	4	0
OTU_181	0	0	332	0	357	44	181	154	15	498	0	39	222	13	266	43	302	257	0	0	0	83	10	123	0	6	101	12	313	28	6	415	138	0	290	96	198	74	51	1	246	85	17	198	0	199	51	3	0	113	0	279	42	0	68	7	0	57	257	141	114	9	3	135	0	17	0	1	0	0	109	0	95	0	0	0	0	0
OTU_1234	0	0	1	0	10	0	1	4	0	10	1	1	3	2	0	1	13	4	2	1	0	3	5	0	0	0	0	0	1	1	1	2	3	0	9	0	3	3	1	0	0	1	3	2	0	6	0	0	0	2	0	1	0	0	0	0	0	1	3	2	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_591	1	0	15	0	10	0	8	5	6	17	4	2	2	4	7	2	9	0	6	2	0	5	3	10	0	0	2	2	3	9	0	13	1	0	6	0	7	5	3	11	9	4	3	1	0	10	0	4	0	2	0	18	2	0	1	10	0	5	10	3	0	2	1	2	0	0	0	4	0	1	4	0	1	0	0	1	0	0
OTU_20	1679	0	202	2	1228	97	301	271	942	959	81	79	207	1964	160	192	816	450	21	1272	1	420	1178	186	3	1150	172	510	371	1694	8	205	259	335	845	0	134	111	86	820	189	130	2081	234	22	551	66	379	113	172	0	175	177	0	131	519	6	68	688	206	221	391	74	142	1	24	119	435	0	39	111	426	77	15	138	146	55	78
OTU_22	118	24	4	14	403	378	255	577	325	480	511	50	316	573	5	86	165	277	163	272	1	80	390	165	2	367	167	164	242	1073	16	1	799	210	1728	0	0	64	60	141	0	96	749	151	3	288	165	147	77	161	0	0	182	0	120	293	108	71	534	241	562	55	156	167	0	10	45	127	16	5	97	34	78	5	57	78	46	15
OTU_3278	9	0	0	0	22	0	0	5	2	0	1	0	2	2	0	1	3	0	0	0	0	1	2	0	0	0	0	1	26	6	1	0	3	0	7	0	0	0	1	6	0	2	2	1	0	2	0	2	0	2	0	0	1	0	0	1	0	3	3	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1259	0	0	1	0	3	0	8	1	0	2	0	0	3	0	4	1	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	1	0	5	0	0	0	3	1	0	1	0	3	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_851	0	0	2	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	12	0	15	0	3	1	0	0	0	0	0	0	0	22	1	0	0	7	48	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0
OTU_42	511	0	1	0	162	0	7	44	708	84	21	9	29	333	6	2	100	12	0	436	0	10	299	2	2	323	28	132	41	599	2	2	35	77	211	0	5	14	8	310	3	35	800	37	0	82	5	85	0	47	0	4	6	0	0	167	2	15	15	29	6	109	123	25	0	6	27	116	0	19	14	113	18	7	28	46	16	29
OTU_3038	179	0	62	22	534	8	139	93	261	84	45	26	50	963	41	20	175	25	0	568	6	26	135	25	1	584	94	118	1072	2376	9	74	78	58	1331	12	32	22	11	472	51	13	868	56	14	193	6	32	21	81	15	46	86	0	19	196	1	33	328	22	27	69	29	73	0	3	29	25	2	11	66	81	38	61	38	15	28	4
OTU_19	1132	0	464	4	642	109	326	252	2012	619	890	78	182	2326	490	263	388	211	26	1497	207	404	1234	120	3	1833	132	996	283	1750	6	480	203	176	341	121	370	217	89	1219	449	87	1784	255	89	291	46	327	88	278	1	459	47	20	127	1366	26	128	628	142	69	1213	541	132	9	5	196	698	6	158	141	181	125	82	54	294	153	184
OTU_351	0	0	26	0	18	2	0	6	3	12	0	5	13	0	33	19	19	5	0	0	0	26	0	0	0	0	5	0	6	1	0	40	10	0	10	0	38	15	3	0	33	4	0	5	0	11	2	0	0	24	0	50	0	0	8	2	0	2	16	9	0	0	0	5	0	0	0	1	0	0	3	0	2	0	0	0	0	0
OTU_15	32	343	54	5138	312	178	90	34	1222	108	46	4	51	694	48	17	53	35	2473	25	42	45	139	33	1	62	22	1035	48	1916	0	73	52	4	53	0	66	16	20	85	75	22	133	33	43	54	10	18	24	35	0	63	10	0	42	92	14880	14	149	36	14	19	32	30	5	2	2	22	216	2	21	5	11	1	2	5	0	1
OTU_2038	0	0	4	0	11	0	2	2	0	4	5	0	3	0	3	5	2	13	1	0	0	10	0	1	0	0	2	0	0	0	2	6	1	0	1	0	10	1	0	0	12	2	0	2	0	2	0	0	0	0	0	6	2	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_355	102	33	34	26	496	439	202	63	104	145	141	9	27	136	20	29	101	204	90	34	189	93	56	21	0	93	23	15	72	112	4	19	55	25	221	158	33	39	25	24	16	46	112	47	218	61	10	17	46	24	54	18	300	142	29	12	75	24	387	40	381	21	8	49	15	18	4	17	42	3	32	5	11	21	5	9	1	1
OTU_110	0	0	20	0	167	0	24	122	26	157	0	21	122	150	10	5	134	14	0	3	0	29	78	20	0	8	44	76	229	23	2	9	75	5	99	0	5	44	28	48	1	34	131	64	0	67	13	59	0	83	0	26	7	0	20	10	0	15	12	45	0	97	1	42	0	10	11	30	0	0	49	0	30	0	0	0	1	0
OTU_49	0	0	572	0	403	161	303	124	1	347	19	70	162	1	708	322	200	262	2	0	0	561	1	226	0	0	114	1	28	4	1	758	85	0	122	0	317	80	86	3	673	89	3	168	1	171	40	0	35	168	0	649	62	0	278	0	0	47	334	36	108	0	2	78	0	4	0	0	0	0	78	0	42	0	0	0	0	0
OTU_368	24	0	62	0	98	0	18	44	118	108	6	6	39	57	42	5	114	20	0	29	0	29	57	2	0	48	29	8	26	180	1	129	20	36	53	0	10	11	16	33	49	20	218	61	0	66	12	10	7	33	0	54	6	0	7	22	0	24	25	20	6	2	9	24	0	0	3	9	0	4	13	20	9	2	2	6	5	1
OTU_63	724	32	18	6	1055	72	411	1124	834	1314	181	686	872	761	8	283	1063	510	65	321	1	363	626	149	4	860	1025	874	202	763	95	8	2442	277	618	0	18	299	306	1886	21	418	1328	1442	5	561	660	749	107	389	0	8	187	0	209	1519	58	161	500	1271	339	358	377	358	0	147	362	609	5	279	769	609	285	4	71	236	369	202
OTU_46	2051	0	1	0	325	0	204	33	504	195	7	7	18	554	7	3	125	13	0	188	0	22	226	8	0	91	15	84	43	268	3	2	53	72	78	0	1	39	33	114	5	37	565	7	0	33	21	38	0	64	0	3	41	0	11	395	0	27	236	28	25	19	65	24	0	5	15	65	0	10	19	76	26	115	30	151	21	6
OTU_190	1	0	336	0	104	34	107	27	0	77	0	6	39	2	287	27	57	32	0	0	0	80	0	36	0	1	21	0	47	1	1	367	14	0	65	0	269	12	18	4	326	9	1	35	0	117	2	0	0	20	0	306	34	0	33	0	1	2	55	22	12	0	1	8	1	1	0	0	0	0	4	0	11	0	0	0	0	0
OTU_1717	1	0	5	0	19	0	2	26	1	25	0	2	43	4	4	2	12	4	0	4	0	21	2	0	0	0	17	1	12	3	2	9	49	2	14	0	5	4	2	5	7	5	5	34	13	21	4	2	0	5	0	2	4	0	3	2	10	1	8	20	5	2	3	4	0	0	0	1	0	1	3	1	2	7	0	1	0	0
OTU_13	1610	0	6	3	976	57	69	424	3800	571	251	112	276	2408	3	15	848	87	43	1051	0	105	1775	44	4	1368	243	361	186	2637	14	3	422	634	556	0	93	116	82	686	1	182	3915	291	0	467	77	318	9	242	0	4	30	0	34	684	3	76	60	355	98	218	229	147	0	32	91	330	0	37	143	672	89	2	138	220	73	27
OTU_1130	2	0	3	0	3	0	2	2	16	3	0	1	0	18	1	0	0	1	0	0	0	2	0	4	0	2	0	0	2	20	0	5	2	1	3	0	4	0	1	10	4	4	9	0	0	3	0	1	0	1	0	7	0	0	0	1	1	0	2	0	0	0	4	2	0	1	0	2	0	1	0	0	2	0	0	0	0	1
OTU_823	0	0	23	0	5	0	6	0	0	6	0	2	8	0	23	9	8	4	0	0	0	8	0	6	0	0	2	0	0	0	0	18	0	0	6	0	10	2	0	0	35	1	0	1	0	1	0	0	19	4	0	14	2	0	7	0	0	1	6	1	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0
OTU_21	0	1	1128	0	843	106	390	334	31	692	28	31	412	14	602	235	644	626	40	1	3	653	5	153	1	0	231	13	1006	14	0	1164	391	0	1065	0	872	96	49	12	635	58	8	277	0	951	15	2	186	148	0	854	265	18	124	3	0	59	650	185	124	1	2	81	0	23	0	5	0	3	65	0	49	1	0	0	0	0
OTU_39	2	0	552	0	447	0	213	201	14	460	0	43	220	25	549	71	310	176	0	2	0	86	18	46	1	7	129	7	320	18	2	619	162	1	424	0	459	69	42	4	575	81	51	167	0	334	26	4	0	109	0	469	52	0	102	6	0	33	157	99	37	2	0	86	0	11	0	7	0	1	78	1	53	0	0	0	1	0
OTU_52	0	0	2	0	11	0	4	335	12	16	0	17	1017	1	1	5	68	7	1	0	0	6	7	62	0	0	500	3	277	1	406	2	394	0	48	0	2	28	394	59	0	428	7	22	0	29	3	505	21	238	0	2	31	0	97	32	0	15	3	1408	4	0	0	1	1	9	0	114	1	0	63	1	11	0	0	0	0	0
OTU_990	0	0	0	0	5	0	1	2	1	0	0	2	2	6	1	2	9	0	0	0	0	4	6	0	0	1	4	0	0	0	0	0	4	0	2	0	0	1	3	1	0	0	5	0	0	2	0	3	0	3	0	0	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1834	0	1	13	0	55	0	40	14	0	57	0	4	11	1	13	8	35	12	0	0	0	96	2	15	0	0	14	0	89	1	0	22	12	0	16	0	23	6	4	1	25	6	1	6	0	37	2	0	0	10	0	16	4	0	12	2	0	6	42	9	2	0	1	9	0	0	0	1	0	0	6	0	4	0	0	0	0	0
OTU_398	9	0	0	0	15	0	17	2	7	16	0	1	10	6	1	9	11	3	0	3	2	149	4	4	0	0	4	1	28	3	4	2	10	0	64	0	0	1	2	6	0	1	21	26	0	9	2	0	0	0	0	0	5	0	13	11	0	0	88	14	3	3	0	1	0	0	0	17	0	2	4	0	1	4	0	0	0	0
OTU_255	0	0	263	0	194	37	96	99	7	295	1	27	133	13	196	33	157	83	0	2	1	133	10	61	0	3	81	3	238	14	10	267	167	0	198	0	236	58	46	2	193	51	17	108	0	96	12	6	175	77	0	231	47	0	36	0	0	23	71	81	47	1	0	54	0	15	0	2	0	0	39	0	30	0	1	0	0	0
OTU_1017	0	0	45	0	64	147	44	14	2	118	18	13	16	3	51	15	91	53	0	0	23	41	22	36	0	3	12	1	32	9	1	49	17	0	58	0	33	19	15	4	44	9	2	24	0	43	13	3	17	33	0	38	13	0	36	0	0	15	71	24	43	0	0	35	0	2	0	2	0	0	13	0	24	0	0	0	0	0
OTU_10	7979	40	21	46	1222	333	310	332	2387	754	2007	107	165	3173	20	62	837	352	194	1963	52	275	2156	122	2	3406	166	677	627	3902	11	20	240	1398	1205	51	28	155	98	1790	19	140	4409	316	312	874	80	644	162	277	15	27	120	36	88	1190	28	90	356	213	570	906	660	240	33	26	150	802	28	173	158	483	109	183	362	426	160	98
OTU_465	0	0	20	0	28	0	14	10	0	21	0	3	23	0	45	18	25	10	0	1	0	39	0	5	0	0	6	0	2	0	0	45	8	0	10	0	16	12	7	0	28	6	0	6	0	8	3	0	0	9	0	40	5	0	11	0	0	2	18	2	6	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_187	23	0	5	0	43	25	10	53	116	20	16	4	34	225	6	6	24	8	1	5	0	6	90	2	0	5	18	59	19	141	1	7	77	2	21	0	3	3	5	161	5	5	278	43	0	9	6	87	0	10	0	6	3	0	2	180	0	5	14	37	1	41	4	6	0	4	2	96	0	1	4	2	9	0	0	1	1	3
OTU_485	0	0	28	0	65	0	31	59	4	41	0	1	31	0	5	20	29	4	0	0	0	12	12	0	0	0	12	9	104	1	0	23	25	0	40	0	11	18	5	5	16	10	0	43	0	29	1	3	0	10	0	11	11	0	8	0	0	8	1	22	14	2	0	8	0	2	0	1	0	0	10	0	5	0	0	0	0	0
OTU_3402	34	24	1	0	195	2	110	81	19	49	241	39	9	51	1	0	9	55	80	190	1	20	34	36	0	21	4	37	102	84	0	0	146	5	843	0	1	2	0	19	5	3	24	14	0	32	8	31	45	5	0	0	68	0	1	21	19	6	234	13	565	18	3	14	0	3	6	11	0	1	5	4	5	5	33	7	2	1
OTU_17	2346	9	134	13	965	78	234	325	953	469	77	105	189	1360	210	144	532	145	40	767	3	345	621	123	4	1024	227	376	273	1510	15	217	286	439	620	3	95	77	76	1140	162	102	1456	327	5	435	73	170	160	163	0	143	63	1	99	246	208	65	426	327	181	454	447	134	0	25	100	277	0	72	133	271	101	96	58	224	102	35
OTU_132	0	0	50	0	343	41	806	37	7	346	0	15	36	120	54	61	141	16	0	0	1	347	84	69	0	5	47	2	140	77	1	72	19	0	143	0	66	43	22	86	67	21	51	51	54	115	16	8	56	51	0	101	58	0	67	4	38	31	656	30	92	2	0	40	0	12	1	7	0	6	73	0	55	15	1	0	0	0
OTU_325	0	0	67	0	63	0	112	24	0	63	0	9	19	0	68	29	49	8	0	0	0	107	0	6	0	1	31	0	43	0	0	100	18	0	49	0	39	8	5	0	111	6	0	33	0	103	5	0	0	22	0	76	11	0	9	0	0	20	69	19	17	0	0	21	0	4	0	0	0	0	9	0	16	0	0	1	0	0
OTU_75	781	0	61	0	63	72	21	45	92	64	2	7	41	123	32	2	88	11	0	80	0	45	116	19	0	85	40	79	33	270	2	51	56	259	50	0	44	10	7	474	49	9	404	52	5	36	7	79	10	13	0	58	9	0	6	100	18	3	55	31	9	51	91	14	0	1	14	58	0	19	46	22	4	0	4	56	19	14
OTU_155	201	25	0	4	36	0	7	31	67	16	76	6	6	193	1	0	37	18	11	19	0	8	82	2	0	94	10	59	93	102	3	0	19	59	109	0	0	3	5	136	0	7	145	13	16	8	8	31	0	1	1	2	23	0	4	47	0	2	10	11	7	42	32	10	0	2	8	71	6	16	10	20	4	41	10	14	17	6
OTU_1148	0	0	24	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	20	1	2	0	17	0	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_273	24	0	69	0	136	51	50	42	8	112	12	7	34	14	66	27	102	36	3	11	0	72	7	22	0	17	16	7	32	13	0	80	39	2	74	0	69	19	26	7	61	20	24	41	0	55	5	1	0	32	0	61	20	0	17	11	4	10	39	24	21	2	2	27	0	1	0	2	0	1	17	2	5	0	0	3	1	0
OTU_3613	0	0	0	0	1	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23	214	1	0	14	310	71	317	423	902	269	1799	33	235	648	5	149	393	535	86	62	4	343	428	336	2	226	311	133	256	1378	6	0	495	102	166	0	0	97	80	486	4	137	995	474	1	221	156	116	371	127	0	2	213	0	188	280	20	79	215	505	687	200	60	167	2	30	15	110	8	15	167	55	64	4	16	50	13	5
OTU_179	0	0	2	0	63	32	18	16	10	52	5	11	33	14	0	2	159	28	18	7	0	43	15	3	0	7	26	1	307	3	0	6	47	0	101	0	27	29	18	1	2	18	11	20	1	62	29	3	0	53	0	3	84	0	10	8	0	6	41	16	3	2	0	61	0	0	0	2	0	5	13	2	7	0	0	0	0	0
OTU_139	169	0	225	0	639	50	262	191	108	460	23	59	132	159	230	90	376	237	3	39	1	501	77	103	3	72	152	51	200	163	6	218	187	16	256	0	228	93	64	87	362	86	198	228	0	352	50	21	65	116	0	256	77	0	85	45	1	50	639	205	68	13	28	94	1	21	6	41	0	7	107	22	65	11	12	21	9	4
OTU_3532	0	0	67	0	43	0	49	11	0	48	1	2	6	0	68	60	30	29	0	0	0	51	0	47	0	0	6	0	2	1	0	83	5	0	19	0	46	5	5	0	65	1	0	6	0	26	1	0	38	6	0	82	5	0	31	0	0	2	40	3	21	0	0	3	0	1	0	0	0	0	6	0	1	0	0	0	0	0
OTU_593	0	0	39	0	33	18	40	4	0	29	1	3	4	0	23	15	27	14	2	0	0	24	0	20	0	0	7	0	16	0	0	29	7	0	29	0	26	3	2	0	23	3	0	4	0	28	2	0	0	5	0	22	3	0	9	1	0	0	20	9	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_62	108	0	262	0	2573	314	482	616	396	2672	194	112	689	496	228	150	2108	664	16	151	0	375	256	208	0	203	342	134	1183	417	11	224	733	52	1660	0	240	406	285	152	203	466	521	561	79	1459	110	83	213	495	0	220	213	1	141	251	3	243	504	514	391	67	10	518	0	42	9	98	0	7	262	17	137	5	14	11	8	7
OTU_446	0	0	101	0	25	1	22	7	0	28	1	4	16	0	73	10	26	15	0	1	0	38	0	1	0	0	4	0	4	1	1	88	13	0	15	0	83	3	3	0	87	6	0	8	0	15	1	0	0	9	0	93	4	0	8	0	0	4	12	5	4	0	0	5	0	0	0	0	0	0	4	0	4	0	0	2	0	0
OTU_138	2	18	299	1	472	27	325	118	16	422	26	35	135	3	276	177	315	193	17	2	4	440	5	105	1	1	77	5	484	7	4	375	129	0	435	0	308	59	25	24	295	42	14	125	0	382	18	7	157	69	131	326	131	0	138	24	3	36	252	88	64	2	4	54	0	9	1	3	8	0	49	0	58	0	0	3	1	0
OTU_116	89	0	0	3	2	0	3	0	351	1	84	0	1	353	0	0	1	0	0	32	0	0	715	0	1	227	0	60	0	84	0	0	1	60	0	0	0	1	1	61	1	1	331	0	0	2	0	65	0	0	0	0	0	0	1	59	22	0	0	0	0	53	18	0	0	0	2	32	0	11	0	69	1	0	28	1	4	5
OTU_3422	0	0	50	0	18	0	11	5	0	22	1	1	16	0	28	7	14	4	0	0	0	10	0	4	0	0	3	0	15	0	0	53	3	0	15	0	37	7	1	0	42	4	0	5	0	12	0	0	8	5	0	43	2	0	2	0	0	2	12	7	0	0	0	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0
OTU_978	0	0	59	0	41	0	33	9	1	25	7	1	16	0	85	26	20	14	0	0	0	83	0	21	0	0	6	0	0	0	2	81	4	0	10	0	40	5	12	0	66	7	0	21	0	12	0	0	0	9	0	64	0	0	17	0	0	1	44	4	7	0	0	5	0	3	0	0	0	0	4	0	3	0	0	1	0	0
OTU_3779	6	0	6	0	246	0	34	51	77	294	10	16	94	54	6	10	183	82	7	9	0	43	104	2	0	61	36	17	128	108	0	3	102	14	140	0	5	39	26	97	6	69	126	69	0	156	18	106	3	57	0	4	26	0	8	39	0	33	35	74	10	22	0	72	0	4	0	15	0	0	29	0	17	0	1	2	0	0
OTU_332	0	0	90	0	13	0	8	3	0	5	0	8	16	0	77	6	8	0	0	0	0	8	0	25	0	0	2	0	0	0	0	100	6	0	5	0	105	6	6	0	84	3	0	14	0	4	0	0	0	3	0	106	0	0	5	0	0	1	16	2	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	0
OTU_91	160	1	16	0	310	45	303	65	353	208	16	20	59	350	9	6	204	39	4	57	0	140	205	23	0	78	55	130	97	314	2	38	54	11	222	0	8	30	22	169	8	24	425	59	1	121	12	102	68	41	0	17	24	0	26	205	0	11	171	39	58	81	5	36	0	4	11	111	0	5	34	16	17	1	11	5	4	3
OTU_134	0	17	191	0	66	75	33	29	8	54	5	7	41	2	58	12	48	33	28	0	0	56	1	3	0	1	10	5	86	5	0	110	43	0	110	0	136	16	20	3	86	20	7	13	0	46	1	0	11	14	0	79	25	0	10	0	3	6	49	24	12	1	0	23	0	1	0	1	4	0	8	1	5	0	0	0	0	0
OTU_409	0	0	2	0	18	0	3	0	1	37	30	0	3	76	0	0	20	28	6	0	0	9	2	9	0	0	2	3	9	73	0	1	2	0	19	0	0	7	0	2	0	1	11	1	0	6	0	7	0	1	0	1	5	0	0	8	3	6	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4304	976	57	5	112	555	72	65	53	399	174	290	23	44	299	17	77	309	78	36	315	212	135	234	122	0	339	44	100	77	500	11	30	53	159	250	170	14	21	26	190	15	20	496	82	161	201	21	45	60	53	53	13	412	11	93	42	1	23	87	20	33	81	90	41	20	14	30	70	16	14	19	196	27	201	167	27	20	13
OTU_47	82	0	66	3	306	6	252	86	213	337	72	20	52	584	53	46	145	75	0	55	0	275	244	36	1	88	41	40	186	364	1	71	62	30	120	0	87	38	45	243	71	34	432	102	6	121	29	48	19	58	0	97	40	0	32	47	31	35	441	58	53	52	44	66	0	7	11	60	0	15	75	15	56	12	6	16	8	7
OTU_32	52	0	251	0	557	353	162	366	145	574	0	123	440	319	222	38	875	141	17	8	0	156	254	18	2	1	180	30	574	158	10	507	349	14	638	0	204	210	144	140	241	260	248	361	1	223	51	40	249	354	0	228	60	1	58	119	0	219	363	299	13	31	19	234	0	42	7	88	38	0	237	7	173	43	8	8	3	2
OTU_636	0	0	77	0	31	0	23	10	0	35	0	3	15	0	98	20	16	16	0	0	0	53	0	11	0	0	9	0	10	0	0	80	8	0	21	0	72	2	3	0	98	5	0	7	0	19	0	0	13	0	0	93	4	0	16	0	0	0	20	3	4	0	0	3	0	0	0	0	0	0	3	0	2	0	0	0	0	0
OTU_202	43	1	0	2	9	0	3	1	488	9	100	0	5	783	1	0	2	1	74	53	0	0	690	0	2	129	1	78	14	559	0	0	2	45	5	0	0	1	1	169	0	1	663	3	5	0	1	113	0	2	0	0	0	0	1	108	15	0	3	1	0	39	17	0	0	0	20	226	3	7	0	39	3	0	16	12	6	1
OTU_1652	4	0	4	0	95	0	3	2	0	9	0	0	5	0	0	0	7	2	0	0	0	4	0	0	0	0	3	0	32	0	0	2	3	0	10	0	4	1	2	0	5	0	1	6	0	9	0	0	0	3	0	5	4	0	0	1	0	0	8	3	0	0	0	0	0	2	0	0	0	0	8	0	1	0	0	0	0	0
OTU_161	210	0	38	0	248	0	112	114	124	192	29	5	58	161	32	27	345	51	1	25	0	57	115	45	2	118	64	41	496	155	4	37	112	17	175	0	43	49	34	83	27	63	90	115	0	121	12	12	36	46	0	44	49	0	18	58	0	23	67	71	28	17	51	24	0	18	1	36	0	1	32	115	36	0	8	10	0	1
OTU_1233	0	0	540	0	273	43	198	124	1	295	0	47	181	1	610	191	150	148	0	0	0	319	1	172	0	1	85	0	70	2	2	564	136	0	151	0	483	111	67	0	973	71	1	147	0	210	31	0	52	165	0	510	54	0	176	1	1	40	198	60	86	0	1	56	1	5	0	1	0	0	70	0	30	0	0	1	0	0
OTU_146	0	0	0	0	113	60	16	7	10	85	0	26	59	3	2	1	267	56	0	0	0	7	0	8	0	0	2	0	177	22	0	1	51	0	170	0	0	7	1	0	2	7	2	38	0	14	0	4	0	2	0	1	12	0	9	2	0	18	14	13	0	0	1	1	0	4	0	0	0	0	5	0	46	0	0	0	0	0
OTU_86	5	0	57	0	205	31	244	27	13	341	4	15	32	90	71	6	117	6	0	5	0	22	227	22	0	26	48	3	92	65	0	196	5	3	83	0	92	18	7	408	49	11	50	30	0	43	20	21	0	18	0	107	7	0	10	3	1049	8	243	22	11	6	2	22	0	4	1	27	0	29	15	1	38	1	0	3	0	1
