4GRh3	WGR6	4GR4	WGR2	WGRh3	WNR5	4NRh3	4GR1	TNR4	soil6	WGRh4	WNRh6	WNR1	WNR4	4NR1	4GR3	WGR4	soil5	WGRh1	4NR3	WNRh3	WNRh1	4NR6	WNRh2	4GR6	4GRh1	WNR3	WNRh4	4NRh6	soil2	TNR2	4NRh4	4GR2	4GRh6	4GRh2	WGR5	TNRh5	TGRh3	WNRh5	TNRh3	4NRh2	WGRh2	4NR2	WGR3	4NR5	soil3	WGRh5	WNR6	soil1	WGR1	4NRh1	soil4	4NR4	TGR5	WGRh6	TGRh4	4GR5	4GRh4	TGRh1	4GRh5	4NRh5	TGR3	TNR3	TGR4	TNRh4	TGRh2	TNRh1	TNR1	TNRh2	TGR2	TNRh6	TNR5	TGR6	TGRh5	TGRh6	TGR1	TNR6	WNR2
OTU_416	0	0	0	0	0	0	0	0	1	0	402	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	28	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	0	0	1	2	0	263	1	0	1	2	1	1	0	3	1	0	0	1	1	0	0	2	3	0	0	0	2	4	2	1	12	4	2	3	1	34	0	1	58	404	5	0	1	0	5	1	1	0	1	20842	1	2	0	1	1	1	0	2	1	42	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0
OTU_213	22	1	0	187	0	0	0	0	119	0	1	0	4	0	0	7	0	71	0	1	1	0	3	251	0	0	0	8	0	0	0	26	0	228	0	1	52	253	0	0	0	910	0	0	8	0	2	0	67	4	0	0	16	0	0	0	0	0	0	0	88	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1496	22	424	219	350	32	983	33	51	49	2	61	101	2535	845	346	88	90	1	60	423	25	147	389	336	369	15	520	29	16	3	4702	2	7	15	1	44	172	12	93	37	24	32	674	375	5066	0	115	1761	1	552	2	1	17	182	58	16	11	16	760	11	116	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0
OTU_72	85	1377	576	589	170	1275	145	248	754	38	295	117	1253	1114	714	229	1130	2	188	1045	111	228	922	208	541	51	1144	234	194	31	195	44	334	208	49	320	48	74	193	74	67	260	691	536	878	3	149	1518	19	388	7	19	342	400	177	53	424	52	50	51	60	8	26	7	0	6	3	69	0	0	0	0	0	0	0	0	0	0
OTU_50	1	1	2	0	106	1	412	0	0	1449	334	126	0	0	0	1	0	2238	270	1	101	67	0	208	0	0	0	231	197	810	0	32	0	174	31	0	0	0	41	28	0	171	0	2	0	1442	793	2	4188	252	44	1960	0	1	116	0	0	189	158	115	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_47	376	1062	1206	764	240	2615	207	441	20	2	533	310	3270	2953	1307	790	2265	11	372	2734	766	874	2040	906	1413	130	5156	455	347	5	191	136	987	583	214	428	160	137	366	52	151	306	2344	716	939	12	377	3314	4	965	42	2	1120	1018	124	111	788	58	9	125	291	0	0	0	11	1	164	0	0	0	0	0	0	0	0	0	0	0
OTU_102	1	0	0	0	0	0	0	0	0	0	335	18	0	0	1	1	2	0	38	0	0	115	0	10	1	0	0	179	0	0	0	97	0	392	2096	0	0	22	246	0	268	194	1	0	0	0	424	0	1	1	3047	0	0	1	0	0	0	125	71	1358	152	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
OTU_675	0	0	0	0	2	0	0	247	0	0	7	0	33	0	0	16	2	0	0	0	0	0	0	0	57	31	13	2	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_165	1	11	49	5	3	312	3	5	18	2	9	16	146	187	720	18	91	1	11	51	9	31	261	12	30	4	213	7	20	3	5	2	8	3	11	36	4	0	33	6	3	15	302	21	166	14	1	417	0	49	1	0	206	2	0	3	98	6	0	2	8	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_48	0	0	6	4	2	6884	0	5	4	1	220	186	6	1	18	8	1685	2	0	6	2	18	8	40	5	1	94	0	1	1	0	2	0	1	1	2	0	0	721	2	0	2	14	3	2	0	0	7229	0	9	1	2	1	7	4	0	8	1	3	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2665	0	1	0	0	493	18	0	1	0	0	0	1	4	2	0	0	2	0	1	2	391	3	233	0	0	0	966	1	42	0	1	0	0	1	0	45	0	0	10	0	0	1	2	1518	0	3	10	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_104	39	112	64	58	63	1040	16	29	24	0	121	58	581	894	59	250	479	1	56	146	200	91	1031	157	313	70	1572	126	191	5	195	14	394	184	50	189	0	52	146	0	61	35	800	22	64	0	138	403	0	304	3	1	151	237	38	35	130	5	0	12	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1754	2	11	674	10	2	3	0	17	15	0	12	0	6	7	7	13	726	0	0	12	0	0	14	1	0	0	1	0	1	0	0	3	5	0	0	20	0	5	0	0	0	0	16	96	9	0	4	27	0	1	0	0	17	1	1	3	30	30	0	8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU_326	12	0	0	0	0	0	0	0	0	52	6	11	0	0	0	0	0	245	18	0	0	0	0	2	0	0	0	12	0	39	0	0	0	0	29	0	0	539	47	0	0	15	0	0	0	116	0	0	42	1	0	5	0	0	0	0	0	8	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_312	37	0	0	0	17	0	129	0	1	168	80	73	0	0	0	1	3	28	69	0	25	173	0	113	0	27	0	32	37	71	0	18	0	39	17	0	0	28	52	17	21	76	0	0	0	209	9	0	175	9	8	276	0	1	11	22	0	273	0	14	46	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
OTU_183	0	38	1352	25	4	0	9	3	0	0	1	67	3	383	2	3	0	0	177	0	33	0	1	19	0	0	235	33	0	0	0	0	5	0	0	1	0	0	1	0	103	21	737	0	1	0	0	547	1	1752	12	0	8	0	0	0	16	262	0	1	0	0	0	0	0	0	30	28	0	0	0	0	0	0	0	0	0	0
OTU_1011	0	0	0	0	0	0	0	0	0	33	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_320	26	0	0	1	27	0	42	0	0	14	71	36	2	1	1	0	0	0	115	0	74	23	0	45	0	32	0	64	36	0	0	13	0	28	15	0	0	85	48	32	25	17	0	0	0	33	11	0	0	0	7	377	0	1	14	13	0	15	1	36	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_134	18	232	588	47	3	91	12	40	0	0	69	10	169	42	395	65	120	12	15	604	23	35	108	48	380	0	269	1	28	2	0	8	2	32	1	27	38	11	8	1	2	5	34	10	240	0	18	90	0	48	14	1	64	0	19	0	89	14	0	13	156	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
OTU_76	39	15	1	0	206	0	226	1	1	1773	280	61	3	0	1	0	1	1766	44	1	202	125	0	99	0	2	0	145	178	990	0	21	2	164	10	1	54	68	312	10	50	214	2	5	1	5203	266	0	1375	87	27	1613	0	0	186	38	2	686	1	31	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_224	1	5	1	1	0	3	33	0	0	643	2	13	20	20	2	0	23	0	41	2327	0	84	5	22	0	0	1	4	1	0	0	0	0	5	0	1777	0	16	0	0	26	1	297	1	5	0	616	42	201	89	2	1	4	0	1	0	1	1	0	10	19	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
OTU_85	61	0	1	0	160	0	240	1	0	862	256	196	1	0	2	3	0	936	135	0	138	286	0	82	0	65	0	97	471	596	1	67	0	209	105	0	18	56	241	0	106	170	2	0	0	1475	130	2	1198	57	21	956	0	2	69	81	3	64	14	36	51	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
OTU_797	4	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	18	1	0	1	2	0	2	0	4	0	3	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	21	3	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2312	25	10	151	0	0	27	3	0	17	1	6	20	101	236	67	24	6	0	2	9	8	37	0	61	0	0	14	68	3	0	0	0	1	4	1	20	1	36	20	0	0	1	1	2	14	0	59	62	0	3	4	0	1	0	6	21	2	29	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2057	94	60	80	181	45	289	38	31	1	0	48	50	358	383	127	77	195	0	40	336	68	129	181	93	54	5	528	65	46	0	12	30	80	35	38	67	16	15	27	1	10	65	219	149	106	1	87	546	0	78	4	0	170	206	6	4	66	9	11	22	21	0	0	0	0	14	18	0	0	0	0	0	0	0	0	0	0	0
OTU_150	15	116	27	222	53	777	85	20	44	0	80	103	281	529	994	77	302	12	49	188	74	143	388	59	144	145	665	182	82	1	0	24	457	50	37	125	25	55	97	5	65	83	404	65	119	1	27	361	37	95	7	0	249	17	78	17	690	36	108	21	32	0	1	0	38	0	36	0	0	0	0	0	0	0	0	0	0	0
OTU_235	0	0	0	0	0	1	4	0	0	0	0	1	0	8	0	0	1	0	0	1	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	9	0	0	5	1	0	0	2630	15	1	0	0	1	0	0	0	4	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_175	6	68	243	43	3	30	15	11	19	1	71	7	27	24	30	35	59	4	9	89	21	85	86	45	107	17	87	15	15	1	243	9	29	34	13	23	13	15	23	25	29	21	107	24	64	0	13	71	4	55	2	17	324	7	13	30	78	23	0	7	2	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
OTU_1471	84	82	305	144	70	111	11	40	3	0	176	35	265	72	261	265	445	0	12	39	88	60	223	162	106	53	294	74	48	2	0	6	16	36	2	78	33	94	45	3	17	67	84	105	163	1	34	198	1	30	9	1	79	111	10	83	301	42	0	45	21	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
OTU_436	0	0	0	3	13	0	9	0	5	41	28	0	0	4	0	0	0	50	243	0	0	13	0	16	0	0	0	1	20	5	1	0	0	0	6	0	0	0	0	13	9	5	0	2	0	12	21	0	10	4	0	8	0	0	1	25	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_226	209	1	1	0	12	0	88	0	0	29	81	67	4	0	0	1	3	2	73	0	77	166	0	105	0	60	2	33	67	0	0	12	0	82	26	0	12	93	173	42	38	10	0	0	0	139	33	5	3	1	10	231	0	0	1	21	0	38	0	49	45	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_172	0	0	0	0	44	0	0	0	0	355	151	161	0	1	0	0	0	372	42	1	0	114	0	78	0	91	0	35	0	184	0	4	0	0	0	0	0	0	1	0	0	17	0	0	1	186	99	0	495	30	6	288	0	1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_207	0	2	0	0	180	0	39	0	0	179	210	1	0	0	0	0	0	612	80	0	0	0	0	214	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	131	8	13	249	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_151	79	0	0	1	11	0	113	0	0	0	101	108	0	0	0	0	0	24	151	0	116	332	0	38	0	139	0	35	116	82	0	184	0	33	181	0	30	28	292	347	189	28	0	0	0	0	65	0	0	5	37	0	0	1	25	6	0	120	0	24	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1177	24	10	133	138	25	755	24	111	134	0	5	30	396	42	717	156	151	0	18	105	22	41	322	59	29	22	220	9	31	0	1	0	14	16	6	83	4	38	126	22	13	14	429	11	21	0	25	842	0	398	1	0	12	474	8	13	22	0	128	73	5	0	0	0	0	4	6	7	0	0	1	0	0	0	0	0	0	0
OTU_543	7	124	87	50	16	196	39	20	84	5	35	11	185	135	104	58	72	0	53	157	10	37	88	36	28	2	169	37	18	1	7	3	18	36	2	28	3	15	8	8	4	28	119	127	343	3	6	249	1	133	2	51	31	22	13	9	32	14	6	8	25	0	8	3	0	12	2	1	0	0	0	0	0	0	0	0	0	0
OTU_246	21	0	0	0	103	0	55	1	0	275	177	42	0	0	0	0	1	112	144	0	49	70	0	59	0	67	0	67	60	135	1	16	0	74	38	0	9	13	65	6	45	84	0	0	0	216	103	0	393	30	8	228	0	0	42	41	0	32	4	18	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_37	3	3	176	2	1563	100	38	0	1	0	113	57	210	87	9	2	15	2	1780	3	5623	5967	2	277	0	82	457	329	5	2	1	839	15	272	377	25	233	1	905	0	53	13	0	123	17	0	37	5	317	265	21	0	60	1	3	879	5	1031	10	9	577	0	0	0	2	85	27	0	0	0	0	44	0	0	0	0	0	0
OTU_1393	0	23	0	62	0	3	25	2	0	0	6	6	171	354	58	12	36	0	61	72	7	10	0	160	115	7	25	60	0	0	0	0	6	87	0	1	6	0	0	15	1	27	6	0	10	0	0	27	1	145	10	0	0	0	5	0	3	0	1	3	0	0	6	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
OTU_227	9	212	18	64	41	227	39	8	83	1	39	7	180	70	41	27	84	0	5	86	30	36	76	28	41	3	136	10	85	1	37	3	20	5	8	22	0	1	36	164	12	59	104	53	132	0	17	188	2	28	2	0	51	29	36	38	41	5	19	2	7	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_468	27	12	0	46	0	0	0	0	0	0	0	0	11	14	0	113	0	0	0	0	0	3	0	4	11	0	3	2	0	0	0	0	0	22	0	0	0	39	20	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	17	0	12	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_110	15	0	0	1	0	0	0	0	0	75	13	55	0	1	1	0	0	1286	0	0	51	19	0	94	0	0	0	0	0	4	0	1	0	374	1	0	0	2	0	0	1	0	1	0	0	156	0	0	512	38	0	40	0	0	0	3302	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1387	6	82	118	37	21	223	9	7	25	0	71	21	178	399	70	114	205	1	34	111	86	37	390	35	65	5	521	123	66	4	126	20	87	67	8	132	47	63	46	0	28	33	339	18	140	0	131	166	0	90	3	1	74	55	13	18	29	9	0	15	41	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
OTU_897	0	0	0	0	9	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	7	0	6	2	0	11	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_351	2	18	19	1	92	134	4	0	15	0	9	5	13	105	0	191	1	3	0	229	0	7	5	2	9	2	14	2	1	0	0	0	0	10	5	5	10	0	0	0	0	1	24	5	23	0	11	118	3	4	2	0	9	0	3	7	25	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1785	21	85	593	0	3	23	33	6	0	0	0	0	43	103	2	316	0	0	112	244	1	7	23	2	90	0	25	8	1	0	0	11	4	54	1	1	0	70	0	7	0	0	6	61	4	0	0	0	0	25	0	0	1	1	10	47	5	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1324	0	0	0	0	6	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_116	5	1	0	0	63	0	0	0	0	129	0	6	0	0	0	1	0	0	3	2	5	3	0	2	0	0	1	3	4	0	0	0	0	5224	0	0	0	28	0	0	0	0	0	3	0	1	1	0	4	0	0	12	0	0	0	11	1	10	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2539	46	509	19	75	68	267	3	25	0	0	97	17	32	89	65	214	95	1	147	1	66	71	28	83	25	59	158	61	24	0	279	11	31	46	45	89	1	20	200	5	185	119	723	49	11	0	74	14	0	86	13	1	87	1	279	4	65	0	45	13	37	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0
OTU_385	3	127	15	8	9	37	5	0	1	38	28	12	37	42	3	1	1	37	5	3	12	64	46	18	27	9	37	26	10	3	3	13	9	8	6	87	13	16	23	0	3	7	13	15	151	4	21	23	37	0	0	21	13	4	9	34	16	135	0	18	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_229	4	3	121	49	4	25	16	9	24	0	80	10	17	19	16	48	79	0	8	50	15	27	77	11	13	1	55	7	24	2	29	8	41	25	6	42	7	0	10	21	1	16	3	4	41	4	15	49	14	43	1	40	346	7	1	2	53	12	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2021	15	118	108	31	17	193	9	6	11	1	86	20	125	155	95	85	195	2	18	198	91	38	280	36	150	2	440	20	57	4	76	18	55	70	11	75	5	19	34	0	6	12	231	13	84	0	44	161	0	82	5	0	58	42	7	0	27	1	0	7	42	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_131	0	7	3	1	1544	70	2	0	2	1	2	4	8	4	3	6	0	0	2	16	1392	2	712	1	1	0	2983	1	155	1	1	4	1	4	1	189	0	1	55	0	11	0	2	5240	4	1	9	3	4	4	1	0	5	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_94	30	1	0	1	81	0	68	0	0	1903	259	82	0	1	0	0	0	614	82	1	87	113	1	91	1	98	1	141	75	588	0	26	1	72	71	1	209	108	83	62	16	120	1	0	1	983	92	1	847	48	23	1016	0	0	23	41	0	89	72	46	26	0	0	0	0	57	31	0	0	0	0	0	0	0	0	0	0	0
OTU_499	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	36	0	37	0	0	0	28	52	0	0	0	5	0	0	21	0	0	0	0	0	0	133	13	0	2	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11	2196	1186	1105	816	3703	1353	2035	1096	61	133	5876	2325	1070	1443	1486	838	1560	45	2909	1792	4398	5051	952	3112	910	1999	1170	4506	2389	27	42	652	1270	2639	1907	415	751	417	3237	601	1055	3208	1601	1304	2188	58	3076	1013	64	724	191	490	899	261	1783	398	673	1877	254	960	1430	0	1	2	6	483	36	0	11	0	9	1	0	0	2	0	0	0
OTU_200	7	93	324	64	3	40	13	7	18	0	61	10	48	29	25	42	77	3	7	64	29	102	85	51	84	7	111	12	29	0	209	16	23	35	15	44	6	38	18	3	32	31	112	36	43	2	15	99	14	56	2	32	360	3	33	7	65	20	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_203	1	18	4	22	14	156	1	6	14	0	20	27	46	79	305	23	48	3	9	83	24	33	29	5	28	40	182	40	3	0	0	6	135	14	7	48	0	2	8	24	4	35	105	16	17	0	13	76	8	23	1	0	93	7	15	8	0	1	83	1	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
OTU_2253	2	0	41	2	2	18	0	3	0	0	0	2	2	4	2	11	9	0	0	31	0	0	6	0	0	0	10	1	0	0	0	0	1	2	0	22	0	0	0	0	2	0	67	26	0	0	6	20	2	7	0	0	1	0	0	10	30	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_753	20	0	0	1	1	0	6	0	0	6	2	6	1	0	0	0	0	0	4	0	5	9	0	6	0	1	0	2	3	0	0	1	0	7	3	0	0	3	4	1	2	0	0	0	0	4	3	0	0	0	1	7	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2654	32	91	685	0	4	28	61	2	0	0	0	0	46	122	4	356	2	0	173	271	0	10	14	2	118	0	20	8	0	0	0	13	3	53	0	0	1	76	1	2	0	0	3	82	3	0	0	1	0	31	0	0	7	0	26	46	4	44	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2596	0	10	199	1	2	0	5	1	0	0	0	7	0	14	2	2	0	0	28	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29	0	126	0	0	0	0	99	0	317	0	0	1	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_195	0	2	1	0	0	0	0	0	0	1619	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	0	500	0	0	0	0	0	0	0	0	0	33	0	0	0	1	0	1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_267	11	101	315	40	2	32	13	12	12	0	59	8	50	37	41	26	74	1	20	85	22	109	66	35	158	19	93	26	24	2	215	11	16	40	13	24	2	9	16	24	33	23	129	33	57	2	8	90	11	53	2	21	277	5	29	10	45	17	0	7	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	61	7	3	1	262	2	291	0	0	1104	429	224	0	0	2	19	0	2735	1614	2	344	369	1	295	0	95	0	197	332	613	1	272	1	2410	497	1	251	204	226	45	150	382	0	0	0	1041	356	0	994	93	44	1001	0	0	215	0	2	1045	0	160	99	0	0	0	0	1	0	0	26	0	12	0	0	0	0	0	0	0
OTU_2625	6	24	166	67	9	309	16	71	61	2	8	18	175	26	284	85	78	0	23	145	7	13	120	24	70	10	91	4	12	0	1	0	5	11	4	58	6	14	54	7	6	6	320	20	36	0	19	321	0	182	2	0	7	171	2	18	22	10	70	25	0	0	0	0	0	4	1	15	0	0	0	0	1	0	0	0	0	0
OTU_588	0	0	0	0	2	0	0	0	0	52	4	1	0	0	0	0	0	23	0	0	2	1	0	0	0	4	0	3	6	13	0	0	0	2	4	0	0	0	1	0	0	1	0	0	0	16	0	0	21	3	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_680	7	0	0	0	7	21	10	44	0	0	9	10	102	45	16	125	199	0	2	19	2	5	55	10	0	48	59	3	0	1	0	0	133	0	5	3	0	3	0	0	0	5	0	90	2	0	2	867	0	0	0	0	38	0	0	0	0	0	0	3	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_259	9	0	0	0	13	0	22	0	0	232	28	16	0	0	0	0	1	178	23	0	32	27	0	19	0	11	0	21	29	100	0	9	0	16	7	0	7	25	37	3	14	16	0	0	0	95	47	0	271	23	1	147	0	0	10	1	0	17	2	4	13	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1045	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	15	0	0	0	27	0	2	0	0	31	114	4	0	1	0	0	0	191	7	0	57	16	1	23	0	30	0	24	1	97	0	3	1	51	7	0	12	0	23	0	2	60	0	0	0	246	25	0	171	9	2	117	0	0	15	3	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_564	1	1	1	0	0	44	0	0	2	0	1	0	20	10	71	0	9	0	3	5	2	1	27	0	2	0	21	2	3	0	0	0	1	0	0	4	0	0	4	0	0	0	29	3	24	6	1	36	0	2	0	0	20	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1185	0	0	0	1	0	0	1	0	0	7	6	1	0	1	0	0	0	4	4	0	0	4	0	0	0	4	0	0	2	2	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_349	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	98	0	0	0	19	0	0	0	0	0	25	0	11	0	0	0	41	1	0	0	41	237	0	21	1	0	0	0	71	0	0	46	1	0	9	0	0	0	91	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU_275	64	7	0	2	449	7	152	1	0	135	409	146	2	1	0	0	1	255	315	2	160	181	0	112	2	588	2	175	153	163	1	98	1	305	149	2	66	191	178	18	89	557	1	3	0	145	431	2	306	23	60	212	1	1	270	75	1	98	20	80	77	32	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU_199	0	14	0	5	1	187	4	0	0	0	1	0	22	112	4	0	24	0	23	2	6	4	0	0	0	0	58	3	0	0	0	0	17	0	2	50	0	0	10	0	0	0	27	68	702	0	4	28	0	463	0	0	0	0	0	0	216	0	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_908	0	17	0	2	0	0	4	2	0	0	0	0	6	90	0	1	0	0	53	5	0	1	6	0	3	1	0	4	0	0	0	0	0	0	0	16	0	1	0	0	0	0	3	0	0	0	2	0	0	1347	0	0	1	2	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_211	0	0	0	0	57	1	0	0	0	188	15	8	0	1	0	0	0	128	275	0	20	39	0	18	0	3	0	63	25	105	0	17	0	3	0	0	0	0	5	0	15	6	0	0	1	342	10	0	184	11	0	672	0	0	18	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	38	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_560	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
